Factors = 7
Discrete = 5
Continuous = 2

Beta = 

ans =

  -2.00525
   1.76691
  -0.19218
  -0.20211
   2.61722
  -1.12563
  -1.05746
  -0.26285

LB = 

ans =

  -1
  -1
  -1
  -1
  -1
  -1
  -1

UB = 

ans =

   1
   1
   1
   1
   1
   1
   1



Hyper Parameters 
popSize = 30
maxReset = 4
maxIter1 = 6
maxIter2 = 6

mutationProb1 = 0.10
mutationProb2 = 0.10

elitismRate1 = 0.25
elitismRate2 = 0.25
survivalRate1 = 0.75
survivalRate2 = 0.75

stage2SelectionRate = 0.50


Run (reset = 1, iter1 = 1, iter2 = 1): fitness => -22.68
Run (reset = 1, iter1 = 1, iter2 = 2): fitness => -22.60
Run (reset = 1, iter1 = 1, iter2 = 3): fitness => -22.59
Run (reset = 1, iter1 = 1, iter2 = 4): fitness => -22.59
Run (reset = 1, iter1 = 1, iter2 = 5): fitness => -22.59
Run (reset = 1, iter1 = 1, iter2 = 6): fitness => -22.59

Run (reset = 1, iter1 = 2, iter2 = 1): fitness => -22.60
Run (reset = 1, iter1 = 2, iter2 = 2): fitness => -22.59
Run (reset = 1, iter1 = 2, iter2 = 3): fitness => -22.59
Run (reset = 1, iter1 = 2, iter2 = 4): fitness => -22.59
Run (reset = 1, iter1 = 2, iter2 = 5): fitness => -22.59
Run (reset = 1, iter1 = 2, iter2 = 6): fitness => -22.59

Run (reset = 1, iter1 = 3, iter2 = 1): fitness => -22.59
Run (reset = 1, iter1 = 3, iter2 = 2): fitness => -22.59
Run (reset = 1, iter1 = 3, iter2 = 3): fitness => -22.59
Run (reset = 1, iter1 = 3, iter2 = 4): fitness => -22.59
Run (reset = 1, iter1 = 3, iter2 = 5): fitness => -22.59
Run (reset = 1, iter1 = 3, iter2 = 6): fitness => -22.59

Run (reset = 1, iter1 = 4, iter2 = 1): fitness => -22.59
Run (reset = 1, iter1 = 4, iter2 = 2): fitness => -22.59
Run (reset = 1, iter1 = 4, iter2 = 3): fitness => -22.59
Run (reset = 1, iter1 = 4, iter2 = 4): fitness => -22.59
Run (reset = 1, iter1 = 4, iter2 = 5): fitness => -22.59
Run (reset = 1, iter1 = 4, iter2 = 6): fitness => -22.59

Run (reset = 1, iter1 = 5, iter2 = 1): fitness => -22.59
Run (reset = 1, iter1 = 5, iter2 = 2): fitness => -22.59
Run (reset = 1, iter1 = 5, iter2 = 3): fitness => -22.59
Run (reset = 1, iter1 = 5, iter2 = 4): fitness => -22.59
Run (reset = 1, iter1 = 5, iter2 = 5): fitness => -22.59
Run (reset = 1, iter1 = 5, iter2 = 6): fitness => -22.59

Run (reset = 1, iter1 = 6, iter2 = 1): fitness => -22.59
Run (reset = 1, iter1 = 6, iter2 = 2): fitness => -22.59
Run (reset = 1, iter1 = 6, iter2 = 3): fitness => -22.59
Run (reset = 1, iter1 = 6, iter2 = 4): fitness => -22.59
Run (reset = 1, iter1 = 6, iter2 = 5): fitness => -22.59
Run (reset = 1, iter1 = 6, iter2 = 6): fitness => -22.59

Run (reset = 2, iter1 = 1, iter2 = 1): fitness => -22.39
Run (reset = 2, iter1 = 1, iter2 = 2): fitness => -22.17
Run (reset = 2, iter1 = 1, iter2 = 3): fitness => -21.97
Run (reset = 2, iter1 = 1, iter2 = 4): fitness => -21.94
Run (reset = 2, iter1 = 1, iter2 = 5): fitness => -21.94
Run (reset = 2, iter1 = 1, iter2 = 6): fitness => -21.94

Run (reset = 2, iter1 = 2, iter2 = 1): fitness => -22.15
Run (reset = 2, iter1 = 2, iter2 = 2): fitness => -21.97
Run (reset = 2, iter1 = 2, iter2 = 3): fitness => -21.94
Run (reset = 2, iter1 = 2, iter2 = 4): fitness => -21.94
Run (reset = 2, iter1 = 2, iter2 = 5): fitness => -21.94
Run (reset = 2, iter1 = 2, iter2 = 6): fitness => -21.94

Run (reset = 2, iter1 = 3, iter2 = 1): fitness => -21.97
