 msma

Factors = 6
Discrete = 5
Continuous = 1

Beta =

ans =

  -2.58026
  -2.32479
  -2.69905
  -0.16791
  -1.76590
   1.38038
  -1.09228

LB =

ans =

  -1
  -1
  -1
  -1
  -1
  -1

UB =

ans =

   1
   1
   1
   1
   1
   1



Hyper Parameters
popSize = 22
maxReset = 3
maxIter1 = 4
maxIter2 = 6

mutationProb1 = 0.25
mutationProb2 = 0.15

elitismRate1 = 0.20
elitismRate2 = 0.40
survivalRate1 = 0.80
survivalRate2 = 0.60

stage2SelectionRate = 0.50


Run (reset = 1, iter1 = 1, iter2 = 1): fitness => -20.97
Run (reset = 1, iter1 = 1, iter2 = 2): fitness => -20.70
Run (reset = 1, iter1 = 1, iter2 = 3): fitness => -20.60
Run (reset = 1, iter1 = 1, iter2 = 4): fitness => -20.60
Run (reset = 1, iter1 = 1, iter2 = 5): fitness => -20.60
Run (reset = 1, iter1 = 1, iter2 = 6): fitness => -20.60

Run (reset = 1, iter1 = 2, iter2 = 1): fitness => -20.70
Run (reset = 1, iter1 = 2, iter2 = 2): fitness => -20.60
Run (reset = 1, iter1 = 2, iter2 = 3): fitness => -20.60
Run (reset = 1, iter1 = 2, iter2 = 4): fitness => -20.60
Run (reset = 1, iter1 = 2, iter2 = 5): fitness => -20.60
Run (reset = 1, iter1 = 2, iter2 = 6): fitness => -20.60

Run (reset = 1, iter1 = 3, iter2 = 1): fitness => -20.60
Run (reset = 1, iter1 = 3, iter2 = 2): fitness => -20.60
Run (reset = 1, iter1 = 3, iter2 = 3): fitness => -20.60
Run (reset = 1, iter1 = 3, iter2 = 4): fitness => -20.60
Run (reset = 1, iter1 = 3, iter2 = 5): fitness => -20.60
Run (reset = 1, iter1 = 3, iter2 = 6): fitness => -20.60

Run (reset = 1, iter1 = 4, iter2 = 1): fitness => -20.60
Run (reset = 1, iter1 = 4, iter2 = 2): fitness => -20.60
Run (reset = 1, iter1 = 4, iter2 = 3): fitness => -20.60
Run (reset = 1, iter1 = 4, iter2 = 4): fitness => -20.60
Run (reset = 1, iter1 = 4, iter2 = 5): fitness => -20.60
Run (reset = 1, iter1 = 4, iter2 = 6): fitness => -20.60

Run (reset = 2, iter1 = 1, iter2 = 1): fitness => -20.49
Run (reset = 2, iter1 = 1, iter2 = 2): fitness => -20.24
Run (reset = 2, iter1 = 1, iter2 = 3): fitness => -20.13
Run (reset = 2, iter1 = 1, iter2 = 4): fitness => -20.13
Run (reset = 2, iter1 = 1, iter2 = 5): fitness => -20.13
Run (reset = 2, iter1 = 1, iter2 = 6): fitness => -20.13

Run (reset = 2, iter1 = 2, iter2 = 1): fitness => -20.24
Run (reset = 2, iter1 = 2, iter2 = 2): fitness => -20.13
Run (reset = 2, iter1 = 2, iter2 = 3): fitness => -20.13
Run (reset = 2, iter1 = 2, iter2 = 4): fitness => -20.13
Run (reset = 2, iter1 = 2, iter2 = 5): fitness => -20.13
Run (reset = 2, iter1 = 2, iter2 = 6): fitness => -20.13

Run (reset = 2, iter1 = 3, iter2 = 1): fitness => -20.13
Run (reset = 2, iter1 = 3, iter2 = 2): fitness => -20.13
Run (reset = 2, iter1 = 3, iter2 = 3): fitness => -20.13
Run (reset = 2, iter1 = 3, iter2 = 4): fitness => -20.13
Run (reset = 2, iter1 = 3, iter2 = 5): fitness => -20.13
Run (reset = 2, iter1 = 3, iter2 = 6): fitness => -20.13

Run (reset = 2, iter1 = 4, iter2 = 1): fitness => -20.13
Run (reset = 2, iter1 = 4, iter2 = 2): fitness => -20.13
Run (reset = 2, iter1 = 4, iter2 = 3): fitness => -20.13
Run (reset = 2, iter1 = 4, iter2 = 4): fitness => -20.13
Run (reset = 2, iter1 = 4, iter2 = 5): fitness => -20.13
Run (reset = 2, iter1 = 4, iter2 = 6): fitness => -20.13

Run (reset = 3, iter1 = 1, iter2 = 1): fitness => -19.72
Run (reset = 3, iter1 = 1, iter2 = 2): fitness => -19.53
Run (reset = 3, iter1 = 1, iter2 = 3): fitness => -19.46
Run (reset = 3, iter1 = 1, iter2 = 4): fitness => -19.46
Run (reset = 3, iter1 = 1, iter2 = 5): fitness => -19.46
Run (reset = 3, iter1 = 1, iter2 = 6): fitness => -19.46

Run (reset = 3, iter1 = 2, iter2 = 1): fitness => -19.53
Run (reset = 3, iter1 = 2, iter2 = 2): fitness => -19.46
Run (reset = 3, iter1 = 2, iter2 = 3): fitness => -19.46
Run (reset = 3, iter1 = 2, iter2 = 4): fitness => -19.46
